,0,1,2
AAPL,22.57175529554776,4.460879773140625,0.8182536948208083
EBAY,18.53622047694387,5.738663033032094,13.26333655914596
NI,20.586647831706102,0.8769915088728276,3.753530202713439e-06
MNST,34.21821749556497,7.0574934145206925,33.797621387553306
CPRT,18.417420366534213,3.098427063284268,41.945480172229956
ENPH,10.781242493998253,94.4914495812864,2.323095703529241e-06
FAST,14.093270743866682,5.240494969031919,5.19027073383881e-06
CNC,30.13734183770545,8.915133686555233,10.175294847709159
WRB,15.562149793472086,0.5118780690933817,2.0716441287096334e-06
